Cod_Prod	Nom_Prod	Concent	Nom_Form_Farm	Presentac	Fracción	Num_RegSan	Nom_Titular	Nom_Fabricante	Nom_IFA	Nom_Rubro	Situación
50492	CLORURO DE SODIO	0.9 %	Solución Inyectable	Sobrebolsa Bolsa x 500 mL	1	EE00488	HERSIL S.A.C. LABORATORIOS INDUSTRIALES FARMACEUTICOS	LABORATORIOS BAXTER S.A. - COLOMBIA	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
50736	CLORURO DE SODIO	0.9 %	Solución Inyectable	Caja Frasco x 1000 mL	10	EE00062	FRESENIUS KABI PERU S.A.	LABORATORIO SANDERSON S.A.	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60399	CLORURO DE SODIO	0.9 %	Solución para Perfusión	Frasco x 100 mL	1	EE13517	DROGUERIA BIOMEDIC S.A.C.	SHANDONG QIDU  PHARMACEUTICAL CO., LTD.	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60356	CLORURO DE SODIO	0.9 %	Solución Inyectable Para Infusión	Caja Frasco x 100 mL	40	EE01064	JPS DISTRIBUCIONES E.I.R.L	SHIJIAZHUANG Nº4 PHARMACEUTICAL CO. LTD.	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60357	CLORURO DE SODIO	0.9 %	Solución Inyectable Para Infusión	Caja Bolsa x 100 mL	40	EE01064	JPS DISTRIBUCIONES E.I.R.L	SHIJIAZHUANG Nº4 PHARMACEUTICAL CO. LTD.	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60153	CLORURO DE SODIO	0.9 %	Solución Inyectable	Caja Frasco x 100 mL	100	RD5836-25	OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.	SHANDONG QIDU  PHARMACEUTICAL CO., LTD.	CLORURO DE SODIO		ACT
60154	CLORURO DE SODIO	0.9 %	Solución Inyectable	Caja Frasco x 500 mL	25	RD5837-25	OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.	SHANDONG QIDU  PHARMACEUTICAL CO., LTD.	CLORURO DE SODIO		ACT
60183	CLORURO DE SODIO	0.9 %	Solución para Perfusión	Frasco x 100 mL	1	EE13183	DROGUERIA LIPHARMA S.A.C.	HARBIN MEDISAN PHARMACEUTICAL CO., LTD	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60184	CLORURO DE SODIO	0.9 %	Solución para Perfusión	Frasco x 1000 mL	1	EE13183	DROGUERIA LIPHARMA S.A.C.	HARBIN MEDISAN PHARMACEUTICAL CO., LTD	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60188	CLORURO DE SODIO	0.9 %	Solución para Perfusión	Caja Frasco x 1000 mL	15	EE12944	ALFY MEDICA SOCIEDAD ANONIMA CERRADA - ALFY MEDICA S.A.C.	SHANDONG QIDU  PHARMACEUTICAL CO., LTD.	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60218	CLORURO DE SODIO	0.9 %	Solución para Perfusión	Caja Frasco x 250 mL	40	EE14032	AGSAREH S.A.C.	HARBIN MEDISAN PHARMACEUTICAL CO., LTD	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60219	CLORURO DE SODIO	0.9 %	Solución para Perfusión	Caja Frasco x 250 mL	1	EE14032	AGSAREH S.A.C.	HARBIN MEDISAN PHARMACEUTICAL CO., LTD	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60220	CLORURO DE SODIO	0.9 %	Solución para Perfusión	Caja Frasco x 500 mL	30	EE14032	AGSAREH S.A.C.	HARBIN MEDISAN PHARMACEUTICAL CO., LTD	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60221	CLORURO DE SODIO	0.9 %	Solución para Perfusión	Frasco x 500 mL	1	EE14032	AGSAREH S.A.C.	HARBIN MEDISAN PHARMACEUTICAL CO., LTD	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60113	CLORURO DE SODIO	0.9 %	Solución para Perfusión	Caja Frasco x 1000 mL	1	EE13183	DROGUERIA LIPHARMA S.A.C.	HARBIN MEDISAN PHARMACEUTICAL CO., LTD	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60114	CLORURO DE SODIO	0.9 %	Solución para Perfusión	Caja Frasco x 1000 mL	12	EE13183	DROGUERIA LIPHARMA S.A.C.	HARBIN MEDISAN PHARMACEUTICAL CO., LTD	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60006	CLORURO DE SODIO	0.9 %	Solución para Perfusión	Caja Frasco x 1000 mL	12	EE13689	ALKOFARMA E.I.R.L.	SHIJIAZHUANG Nº4 PHARMACEUTICAL CO. LTD.	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
60061	CLORURO DE SODIO	0.9 %	Solución para Perfusión	Frasco x 1000 mL	1	EE13689	ALKOFARMA E.I.R.L.	SHIJIAZHUANG Nº4 PHARMACEUTICAL CO. LTD.	CLORURO DE SODIO	ESPECIALIDAD FARMACEUTICA	ACT
46850	CLORURO DE SUXAMETONIO	50 mg/ mL	Solución Inyectable	Caja Vial x 10 mL	10	EE05612	PHARMAGEN S.A.C.	CIRON DRUGS & PHARMACEUTICALS PVT. LTD.	CLORURO DE SUXAMETONIO	ESPECIALIDAD FARMACEUTICA	ACT
57097	CLORZOBAL	300 mg + 250 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EN09359	JOBAL PHARMA E.I.R.L.	LABORATORIOS PORTUGAL S.R.L.	CLORZOXAZONA + PARACETAMOL	ESPECIALIDAD FARMACEUTICA	ACT
52066	CLORZODISTEN	300 mg + 250 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	50	EN07926	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	CLORZOXAZONA + PARACETAMOL	ESPECIALIDAD FARMACEUTICA	ACT
51341	CLORZODISTEN	300 mg + 250 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	50	N25660	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	CLORZOXAZONA + PARACETAMOL	MEDICAMENTO DE MARCA	ACT
57651	CLORZOMOL FLEX	300 mg + 250 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EN08086	CFALAB PERU S.A.C.	LABORATORIOS PORTUGAL S.R.L.	CLORZOXAZONA + PARACETAMOL	ESPECIALIDAD FARMACEUTICA	ACT
54971	CLORZOPHARM	300 mg + 250 mg	Tableta Recubierta	Caja Envase Blíster Tabletas Recubiertas	100	EN08371	CORPORACION D´OLAPHARM S.A.C.	LABORATORIOS PORTUGAL S.R.L.	CLORZOXAZONA + PARACETAMOL	ESPECIALIDAD FARMACEUTICA	ACT
34766	CLORZOPHARM		Tableta Recubierta	Caja Envase Blister Tabletas	100	N26527	CORPORACION D´OLAPHARM S.A.C.	LABORATORIOS NATURALES Y GENERICOS S.A.C. - NATURGEN	CLORZOXAZONA + PARACETAMOL	MEDICAMENTO DE MARCA	ACT
29007	CLOTIFEMIL	1 %	Crema Vaginal	Tubo X 20 g	1	N22190	DROGUERIA FARMEDIC S.A.C.	DEBIOPHARM RESEARCH & MANUFACTURING S.A.	CLOTRIMAZOL	MEDICAMENTO DE MARCA	ACT
39782	CLOTIFEMIL	1 %	Crema Vaginal	Caja Tubo x 30 g + Accesorios	1	EN02295	DROGUERIA FARMEDIC S.A.C.	INSTITUTO QUIMIOTERAPICO S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
2876	CLOTIPIDE	250 mg	Cápsula	Caja Envase Blister Cápsulas	25	N24063	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACIDO URSODEOXICOLICO	MEDICAMENTO DE MARCA	ACT
21315	CLOTIPIDE	250 mg	Cápsula	Caja Envase Blister Tabletas	25	N24063	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACIDO URSODEOXICOLICO	MEDICAMENTO DE MARCA	ACT
45170	CLOTIPIDE	250 mg	Cápsula	Caja Envase Folio Capsulas	100	N24063	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACIDO URSODEOXICOLICO	MEDICAMENTO DE MARCA	ACT
50525	CLOTIPIDE	250 mg	Cápsula	Caja Envase Blister Cápsula	25	EN07938	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	ACIDO URSODEOXICOLICO	ESPECIALIDAD FARMACEUTICA	ACT
56921	CLOTRIALIV	2 %	Crema Vaginal	Caja Tubo x 30 g + Accesorios	1	EE10963	GEMUSELAB S.A.C.	CORAL LABORATORIES LIMITED	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
57865	CLOTRIDERM	1 %	Crema	Tubo x 20 g	1	EE07180	DROGUERIA INVERSIONES JPS S.A.C.	CIRON DRUGS & PHARMACEUTICALS PVT.LTD	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
48624	CLOTRIDERM	1 %	Crema	Caja Tubo x 20 g	1	EE07180	DROGUERIA INVERSIONES JPS S.A.C.	CIRON DRUGS & PHARMACEUTICALS PVT. LTD.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
48845	CLOTRIMAZOL	1 %	Crema	Caja Tubo x 40 g	1	EE06408	INVERSIONES INDAURA E.I.R.L.	LABORATORIOS COASPHARMA S.A.S.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
47278	CLOTRIMAZOL	500 mg	Tableta Vaginal	Caja Envase Folio Tableta Vaginal	1	EN00632	LABORATORIOS INDUQUIMICA S.A.	LABORATORIOS INDUQUIMICA S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
47359	CLOTRIMAZOL	1 %	Crema	Caja Tubo x 20 g	50	EN02003	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
45902	CLOTRIMAZOL	1 %	Crema	Caja Tubo x 20 g	1	EN04909	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
46389	CLOTRIMAZOL	1 %	Solución Tópica	Caja Frasco Gotero x 20 mL	1	EN06136	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
45296	CLOTRIMAZOL	1 %	Crema Vaginal	Caja Tubo x 40 g + 6 Aplicadores x 5 g 	1	EG3816	SANOFI - AVENTIS DEL PERU S.A.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	CLOTRIMAZOL	MEDICAMENTO GENERICO	ACT
45337	CLOTRIMAZOL	1 %	Crema	Caja Tubo x 40 g	1	EG3724	SANOFI - AVENTIS DEL PERU S.A.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	CLOTRIMAZOL	MEDICAMENTO GENERICO	ACT
44671	CLOTRIMAZOL	1 %	Crema	Caja Tubo X 50 g	1	EN02003	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
42790	CLOTRIMAZOL	1 %	Crema	Caja Tubo x 20 g	1	EN01887	QUIMICA SUIZA S.A.C.	CIFARMA S.A.C. - LIMA - PERÚ	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
2881	CLOTRIMAZOL	1 %	Crema	Tubo X 20 g	1	NG2623	QUIMICA SUIZA S.A.C.	CIFARMA S.A.C. - LIMA - PERÚ	CLOTRIMAZOL	MEDICAMENTO GENERICO	ACT
2889	CLOTRIMAZOL	1 %	Crema	Tubo X 40 g	1	EG3724	GENFAR DEL PERU S.A.C.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	CLOTRIMAZOL	MEDICAMENTO GENERICO	ACT
2890	CLOTRIMAZOL	1 %	Crema Vaginal	Tubo X 4 g + Accesorio	1	EG3816	GENFAR DEL PERU S.A.C.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	CLOTRIMAZOL	MEDICAMENTO GENERICO	ACT
26232	CLOTRIMAZOL	500 mg	Tableta Vaginal	Caja Envase Blister Tableta Vaginal	50	NG4925	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	CLOTRIMAZOL	MEDICAMENTO GENERICO	ACT
26322	CLOTRIMAZOL	500 mg	Tableta Vaginal	Caja Envase Blister Tableta Vaginal	1	NG4925	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	CLOTRIMAZOL	MEDICAMENTO GENERICO	ACT
27851	CLOTRIMAZOL	1 %	Crema	Tubo x 10 g	1	NG2941	LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A.	LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A.	CLOTRIMAZOL	MEDICAMENTO GENERICO	ACT
27852	CLOTRIMAZOL	1 %	Crema	Tubo X 20 g	1	NG2941	LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A.	LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A.	CLOTRIMAZOL	MEDICAMENTO GENERICO	ACT
33940	CLOTRIMAZOL	500 mg	Ungüento Vaginal	Caja Envase Blister Tableta Vaginal	100	NG4925	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	CLOTRIMAZOL	MEDICAMENTO GENERICO	ACT
35447	CLOTRIMAZOL	1 %	Crema	Caja Tubo x 40 g	1	EN00026	FARMINDUSTRIA S.A.	FARMINDUSTRIA S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
40026	CLOTRIMAZOL	1 %	Crema	Caja Tubo X 20 g	1	EN02003	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
40465	CLOTRIMAZOL	1 %	Solución Tópica	Frasco gotero x 20 mL	1	EN04886	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
40278	CLOTRIMAZOL	1 %	Solución Tópica	Caja Frasco Gotero x 20 mL	1	EN04886	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
41430	CLOTRIMAZOL	1 %	Crema	Tubo x 20 g	1	EN04909	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
41237	CLOTRIMAZOL	100 mg	Tableta Vaginal	Caja Envase Blister Tabletas Vaginales	6	EE04184	INVERSIONES INDAURA E.I.R.L.	LABORATORIOS COASPHARMA S.A.S.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
40872	CLOTRIMAZOL	500 mg	Tableta Vaginal	Caja Envase Folio Tableta Vaginal	100	EN03209	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
40654	CLOTRIMAZOL	500 mg	Tableta Vaginal	Caja Envase Folio Tableta Vaginal	1000	EN03209	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
38183	CLOTRIMAZOL	500 mg	Tableta Vaginal	Caja Envase Folio Tableta Vaginal	50	EN00632	LABORATORIOS INDUQUIMICA S.A.	LABORATORIOS INDUQUIMICA S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
39043	CLOTRIMAZOL	1 %	Crema Vaginal	Caja Tubo x 40 g + 6 Aplicadores x 5 g	1	EG3816	GENFAR DEL PERU S.A.C.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	CLOTRIMAZOL	MEDICAMENTO GENERICO	ACT
58089	CLOTRIMAZOL	1 %	Crema	Caja Tubo x 20 g	1	EE12069	FARMACEUTICA OTARVASQ SOCIEDAD ANONIMA CERRADA	BRAWN LABORATORIES LTD - INDIA	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
58449	CLOTRIMAZOL	500 mg	Tableta Vaginal	Caja Envase Folio Tableta Vaginal	50	EN05799	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
56768	CLOTRIMAZOL	1 %	Crema Vaginal	Caja Tubo x 40 g + Accesorio	1	EE08324	GENFAR DEL PERU S.A.C.	LABORATORIOS GENERICOS FARMACEUTICOS S.A. - GENFAR S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
57248	CLOTRIMAZOL	1 %	Solución Tópica	Caja Frasco Gotero x 20 mL	50	EN06136	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
55993	CLOTRIMAZOL	1 %	Crema	Caja Tubo x 40 g	1	EE08293	GENFAR DEL PERU S.A.C.	FAREVA VILLA RICA S.A.S.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
55994	CLOTRIMAZOL	1 %	Crema Vaginal	Caja Tubo x 40 g + Accesorio	1	EE08324	GENFAR DEL PERU S.A.C.	FAREVA VILLA RICA S.A.S.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
50143	CLOTRIMAZOL	500 mg	Tableta Vaginal	Caja Envase Folio Tableta Vaginal	10	EN05799	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
49634	CLOTRIMAZOL	1 %	Crema	Caja Tubo x 40 g	1	EE08293	SANOFI - AVENTIS DEL PERU S.A.	FAREVA VILLA RICA S.A.S.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
49635	CLOTRIMAZOL	1 %	Crema Vaginal	Caja Tubo x 40 g + Accesorio	1	EE08324	SANOFI - AVENTIS DEL PERU S.A.	FAREVA VILLA RICA S.A.S.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
54728	CLOTRIMAZOL	500 mg	Tableta Vaginal	Caja Envase Folio Tableta Vaginal	1	EN05799	LABORATORIOS PORTUGAL S.R.L.	LABORATORIOS PORTUGAL S.R.L.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
52652	CLOTRIMAZOL	1 %	Crema	Caja Tubo x 20 g	1	EN00829	INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA	INSTITUTO QUIMIOTERAPICO S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
54828	CLOTRIVAL	1 %	Solución Tópica	Frasco x 20 mL	1	EN08932	DROGUERIA INRETAIL PHARMA S.A.	LABORATORIOS PORTUGAL S.R.L.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
49803	CLOTRIVAL	1 %	Crema	Caja Tubo x 20 g	1	EN02795	DROGUERIA INRETAIL PHARMA S.A.	CIFARMA S.A.C. - LIMA - PERÚ	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
50022	CLOTRIVAL	1 %	Crema	Caja Tubo x 20 g	1	EN03465	DROGUERIA INRETAIL PHARMA S.A.	LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
46314	CLOTRIVAL	1 %	Crema	Tubo x 20 g	1	EN03465	DROGUERIA INRETAIL PHARMA S.A.	LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
46301	CLOTRIVAL	1 %	Solución Tópica	Frasco Gotero x 20 mL	1	EN03137	DROGUERIA INRETAIL PHARMA S.A.	LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
46315	CLOTRIVAL B		Crema	Caja Tubo x 15 g	1	N22266	DROGUERIA INRETAIL PHARMA S.A.	LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A.	BETAMETASONA DIPROPIONATO + CLOTRIMAZOL	MEDICAMENTO DE MARCA	ACT
49888	CLOTRIVAL B		Crema Tópica	Caja Tubo x 15 g	1	EN02775	DROGUERIA INRETAIL PHARMA S.A.	LABORATORIO FARMACEUTICO SAN JOAQUIN - ROXFARMA S.A.	BETAMETASONA DIPROPIONATO + CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
55963	CLOTSAFE 75	75 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	30	EE10873	MSN LABS PERU S.A.C.	MSN LABORATORIES PRIVATE LIMITED	CLOPIDOGREL BISULFATO	ESPECIALIDAD FARMACEUTICA	ACT
59555	CLOTSAFE 75	75 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EE10873	MSN LABS PERU S.A.C.	MSN LABORATORIES PRIVATE LIMITED - INDIA	CLOPIDOGREL BISULFATO	ESPECIALIDAD FARMACEUTICA	ACT
38511	CLOVIRAX	200 mg	Tableta	Caja Envase Blister Tabletas	100	EE01719	OQ PHARMA S.A.C.	REYOUNG	ACICLOVIR	ESPECIALIDAD FARMACEUTICA	ACT
51783	CLOXIBAL	200 mg	Cápsula	Caja Envase Blister Cápsulas	30	EN08484	JOBAL PHARMA E.I.R.L.	LABORATORIOS PORTUGAL S.R.L.	CELECOXIB	ESPECIALIDAD FARMACEUTICA	ACT
51784	CLOXIBAL	200 mg	Cápsula	Caja Envase Blister Cápsulas	100	EN08484	JOBAL PHARMA E.I.R.L.	LABORATORIOS PORTUGAL S.R.L.	CELECOXIB	ESPECIALIDAD FARMACEUTICA	ACT
59971	CLOZAPINA	100 mg	Tableta	Caja Envase Blíster Tabletas	500	EN01345	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	CLOZAPINA	ESPECIALIDAD FARMACEUTICA	ACT
55432	CLOZAPINA	100 mg	Tableta	Caja Envase Blíster Tabletas	100	EN07622	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	CLOZAPINA	ESPECIALIDAD FARMACEUTICA	ACT
39291	CLOZAPINA	100 mg	Tableta	Caja Envase Blister Tabletas	100	EN01345	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	CLOZAPINA	ESPECIALIDAD FARMACEUTICA	ACT
32456	CLOZAPINA	100 mg	Tableta	Caja Envase Blister Tabletas	100	NG5282	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	CLOZAPINA	MEDICAMENTO GENERICO	ACT
25486	CLOZAPINA	100 mg	Tableta	Caja Envase Blister Tabletas	10	NG5282	MEDROCK CORPORATION S.A.C.	MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA	CLOZAPINA	MEDICAMENTO GENERICO	ACT
57752	CLOZIMS	100 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	100	EE12264	MEDICAL STORE ASOCIADOS S.A.C.	SALUD CARE (INDIA) LTD.	CLORPROMAZINA CLORHIDRATO	ESPECIALIDAD FARMACEUTICA	ACT
39664	CLOZOL	1 %	Crema	Caja Tubo X 20 g	1	EN01155	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
41911	CLOZOL	500 mg	Tableta Vaginal	Caja Envase Blister Tableta Vaginal	1	EN02422	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
43747	CLOZOL	500 mg	Tableta Vaginal	Caja Envase Blister Tableta Vaginal	100	EN02422	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
21331	CLOZOL S	1 %	Solución Tópica	Frasco  X 20 mL	1	N19894	LABORATORIOS AC FARMA S.A.	LABORATORIOS AC FARMA S.A.	CLOTRIMAZOL	MEDICAMENTO DE MARCA	ACT
45134	CLUVAX	100 mg/ 132 mg	Cápsula Blanda Vaginal	Caja Envase Blíster Cápsulas Blandas Vaginales 	3	EE03376	FARMINDUSTRIA S.A.	PROCAPS S.A.	CLINDAMICINA FOSFATO + CLOTRIMAZOL	ESPECIALIDAD FARMACEUTICA	ACT
38577	CO IRBIS	150 mg + 12.5 mg	Tableta Recubierta	Caja Envase Blister Tabletas	28	E22704	NORDIC PHARMACEUTICAL COMPANY S.A.C.	MACLEODS PHARMACEUTICALS LIMITED	HIDROCLOROTIAZIDA + IRBESARTAN	MEDICAMENTO DE MARCA	ACT
38578	CO IRBIS	300 mg + 25 mg	Tableta Recubierta	Caja Envase Blister Tabletas	28	E22646	NORDIC PHARMACEUTICAL COMPANY S.A.C.	MACLEODS PHARMACEUTICALS LIMITED	HIDROCLOROTIAZIDA + IRBESARTAN	MEDICAMENTO DE MARCA	ACT
39875	COAPROVEL	150 mg + 12.5 mg	Comprimido Recubierto	Caja Envase Blíster Comprimidos	28	EE00565	SANOFI - AVENTIS DEL PERU S.A.	SANOFI WINTHROP INDUSTRIE - FRANCIA	HIDROCLOROTIAZIDA + IRBESARTAN	ESPECIALIDAD FARMACEUTICA	ACT
28553	COAPROVEL	300 mg + 12.5 mg	Comprimido Recubierto	Caja Envase Blíster Comprimidos	28	E22515	SANOFI - AVENTIS DEL PERU S.A.	SANOFI WINTHROP INDUSTRIE - FRANCIA	HIDROCLOROTIAZIDA + IRBESARTAN	MEDICAMENTO DE MARCA	ACT
42026	COAPROVEL	300 mg + 25 mg	Comprimido Recubierto	Caja Envase Blíster Comprimidos	28	EE03312	SANOFI - AVENTIS DEL PERU S.A.	SANOFI WINTHROP INDUSTRIE - FRANCIA	HIDROCLOROTIAZIDA + IRBESARTAN	ESPECIALIDAD FARMACEUTICA	ACT
42028	COAPROVEL	300 mg + 12.5 mg	Comprimido Recubierto	Caja Envase Blíster Comprimidos	28	EE03660	SANOFI - AVENTIS DEL PERU S.A.	SANOFI WINTHROP INDUSTRIE - FRANCIA	HIDROCLOROTIAZIDA + IRBESARTAN	ESPECIALIDAD FARMACEUTICA	ACT
56058	COARIGROX -PD®	20 mg	Tableta Recubierta	Caja Envase Blíster Tableta Recubierta	14	EE11527	PHARMACEUTICAL DISTOLOZA S.A.	4CARE LIFESCIENCE PRIVATE LTD.	RIVAROXABAN	ESPECIALIDAD FARMACEUTICA	ACT
58664	COBALINA B12	1 mg/ 1 mL	Solución Inyectable	Caja Ampolla x 1 mL	10	EE11587	BIOGENERIC PRODUCTS M & M S.A.C.	GUIZHOU TIANDI PHARMACEUTICAL CO., LTD	CIANOCOBALAMINA	ESPECIALIDAD FARMACEUTICA	ACT
